"INVOICED_QTY"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"-12"
"1"
"1"
"1"
"2"
"1"
"1"
"1"
"2"
"4"
"1"
"-1"
"5"
"3"
"5"
"3"
"2"
"1"
"1"
"1"
"10"
"5"
"2"
"2"
"2"
"1"
"1"
"1"
"-1"
"-1"
"-1"
"-1"
"1"
"1"
"1"
"2"
"-1"
"-1"
"1"
"1"
"3"
"1"
"1"
"20"
"2"
"1"
"1"
"2"
"1"
"3"
"3"
"12"
"5"
"2"
"3"
"1"
"60"
"1"
"2"
"1"
"4"
"4"
"2"
"2"
"24"
"2"
"2"
"1"
"4"
"6"
"2"
"3"
"5"
"3"
"3"
"3"
"3"
"2"
"1"
"1"
"1"
"10"
"2"
"1"
"2"
"1"
"8"
"5"
"2"
"3"
"3"
"1"
"10"
"20"
"1"
"4"
"3"
"4"
"5"
"2"
"4"
"2"
"1"
"2"
"1"
"5"
"1"
"1"
"1"
"1"
"1"
"1"
"2"
"1"
"2"
"1"
"6"
"2"
"1"
"20"
"10"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"3"
"1"
"10"
"1"
"1"
"1"
"22"
"3"
"2"
"2"
"1"
"2"
"4"
"2"
"1"
"3"
"3"
"2"
"2"
"2"
"8"
"1"
"2"
"1"
"5"
"1"
"1"
"1"
"1"
"1"
"8"
"6"
"8"
"5"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"4"
"2"
"1"
"1"
"7"
"2"
"2"
"3"
"3"
"1"
"5"
"3"
"15"
"8"
"3"
"1"
"2"
"4"
"8"
"2"
"1"
"2"
"96"
"4"
"3"
"3"
"7"
"2"
"15"
"3"
"2"
"3"
"2"
"2"
"48"
"3"
"3"
"4"
"7"
"2"
"2"
"4"
"1"
"1"
"3"
"4"
"2"
"2"
"1"
"1"
"4"
"1"
"1"
"2"
"1"
"1"
"7"
"1"
"1"
"1"
"4"
"1"
"1"
"1"
"1"
"9"
"1"
"1"
"1"
"1"
"20"
"15"
"6"
"1"
"3"
"2"
"4"
"2"
"1"
"1"
"36"
"10"
"1"
"2"
"1"
"2"
"3"
"3"
"3"
"2"
"5"
"1"
"1"
"4"
"3"
"2"
"1"
"2"
"3"
"6"
"5"
"3"
"1"
"3"
"2"
"1"
"1"
"1"
"2"
"1"
"1"
"1"
"4"
"10"
"8"
"3"
"1"
"1"
"1"
"4"
"3"
"10"
"2"
"4"
"1"
"2"
"1"
"2"
"1"
"6"
"5"
"10"
"7"
"1"
"1"
"1"
"6"
"1"
"1"
"5"
"4"
"5"
"-6"
"1"
"10"
"1"
"2"
"3"
"24"
"20"
"6"
"3"
"1"
"4"
"8"
"2"
"1"
"10"
"3"
"5"
"2"
"2"
"1"
"2"
"3"
"1"
"2"
"3"
"5"
"1"
"8"
"1"
"5"
"4"
"5"
"1"
"6"
"8"
"10"
"1"
"4"
"2"
"1"
"6"
"3"
"5"
"2"
"2"
"1"
"1"
"1"
"1"
"1"
"1"
"3"
"5"
"1"
"1"
"2"
"1"
"2"
"1"
"2"
"1"
"2"
"1"
"1"
"1"
"1"
"1"
"2"
"1"
"2"
"1"
"1"
"3"
"1"
"1"
"5"
"1"
"3"
"1"
"1"
"10"
"2"
"4"
"20"
"4"
"5"
"1"
"1"
"3"
"4"
"1"
"1"
"2"
"8"
"1"
"10"
"10"
"3"
"4"
"1"
"7"
"20"
"2"
"2"
"15"
"3"
"1"
"20"
"10"
"1"
"3"
"2"
"2"
"4"
"2"
"2"
"2"
"3"
"1"
"1"
"1"
"4"
"1"
"1"
"1"
"3"
"8"
"6"
"1"
"2"
"1"
"2"
"1"
"1"
"5"
"2"
"6"
"1"
"6"
"3"
"1"
"1"
"1"
"1"
"1"
"3"
"2"
"1"
"2"
"2"
"2"
"10"
"4"
"1"
"3"
"1"
"1"
"1"
"2"
"48"
"10"
"2"
"1"
"1"
"1"
"2"
"3"
"10"
"1"
"1"
"1"
"8"
"1"
"1"
"1"
"-1"
"2"
"10"
"4"
"10"
"25"
"5"
"1"
"15"
"1"
"5"
"10"
"1"
"2"
"24"
"10"
"1"
"1"
"1"
"15"
"1"
"2"
"1"
"1"
"1"
"3"
"1"
"2"
"20"
"6"
"2"
"1"
"6"
"1"
"3"
"2"
"1"
"1"
"3"
"3"
"8"
"3"
"3"
"3"
"1"
"2"
"1"
"1"
"1"
"5"
"10"
"2"
"2"
"3"
"1"
"6"
"6"
"15"
"1"
"2"
"2"
"4"
"2"
"2"
"2"
"12"
"1"
"1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"1"
"1"
"1"
"1"
"1"
"6"
"2"
"2"
"1"
"2"
"2"
"2"
"3"
"4"
"3"
"6"
"6"
"2"
"1"
"5"
"1"
"1"
"5"
"1"
"2"
"1"
"1"
"2"
"5"
"2"
"1"
"7"
"1"
"3"
"1"
"5"
"2"
"1"
"2"
"1"
"2"
"2"
"6"
"2"
"3"
"3"
"4"
"36"
"1"
"3"
"5"
"5"
"1"
"5"
"3"
"4"
"1"
"3"
"2"
"2"
"2"
"2"
"1"
"2"
"1"
"10"
"10"
"4"
"1"
"4"
"2"
"2"
"10"
"2"
"1"
"1"
"1"
"1"
"8"
"8"
"3"
"1"
"1"
"2"
"2"
"2"
"1"
"1"
"2"
"2"
"2"
"4"
"2"
"1"
"-1"
"1"
"1"
"2"
"-2"
"-4"
"-4"
"-2"
"-1"
"-3"
"-1"
"-1"
"1"
"10"
"2"
"10"
"5"
"2"
"2"
"2"
"5"
"2"
"5"
"4"
"-1"
"-1"
"-1"
"-2"
"-2"
"-2"
"-1"
"1"
"3"
"2"
"-1"
"-2"
"7"
"2"
"2"
"1"
"1"
"4"
"5"
"1"
"4"
"1"
"1"
"15"
"2"
"2"
"3"
"20"
"4"
"4"
"6"
"1"
"1"
"12"
"1"
"4"
"8"
"5"
"2"
"10"
"5"
"1"
"2"
"1"
"2"
"3"
"3"
"5"
"1"
"1"
"4"
"48"
"2"
"3"
"1"
"1"
"2"
"2"
"4"
"4"
"2"
"2"
"3"
"1"
"5"
"3"
"10"
"6"
"2"
"3"
"2"
"8"
"4"
"3"
"-1"
"1"
"-1"
"2"
"-1"
"1"
"2"
"2"
"2"
"2"
"2"
"1"
"1"
"2"
"4"
"1"
"1"
"3"
"1"
"-1"
"1"
"1"
"1"
"1"
"6"
"4"
"1"
"1"
"1"
"14"
"12"
"6"
"4"
"1"
"3"
"1"
"1"
"1"
"-1"
"-1"
"10"
"1"
"1"
"2"
"2"
"2"
"3"
"1"
"1"
"1"
"2"
"2"
"2"
"15"
"1"
"6"
"2"
"2"
"10"
"4"
"1"
"1"
"3"
"4"
"20"
"2"
"6"
"1"
"2"
"3"
"4"
"48"
"25"
"50"
"4"
"4"
"8"
"2"
"3"
"7"
"3"
"3"
"10"
"8"
"10"
"2"
"2"
"5"
"6"
"1"
"2"
"2"
"1"
"3"
"2"
"4"
"2"
"1"
"2"
"3"
"2"
"5"
"2"
"20"
"10"
"1"
"3"
"10"
"3"
"1"
"3"
"1"
"1"
"5"
"1"
"1"
"2"
"2"
"1"
"20"
"2"
"8"
"2"
"1"
"1"
"2"
"1"
"1"
"6"
"25"
"4"
"3"
"2"
"8"
"7"
"2"
"6"
"1"
"2"
"2"
"2"
"1"
"10"
"10"
"2"
"2"
"4"
"1"
"1"
"2"
"7"
"6"
"1"
"8"
"1"
"20"
"2"
"2"
"2"
"4"
"4"
"1"
"1"
"24"
"3"
"3"
"4"
"8"
"2"
"8"
"4"
"3"
"5"
"1"
"2"
"1"
"2"
"1"
"1"
"1"
"1"
"1"
"1"
"2"
"10"
"1"
"1"
"4"
"1"
"4"
"9"
"2"
"6"
"2"
"1"
"6"
"1"
"1"
"4"
"2"
"10"
"10"
"3"
"3"
"3"
"2"
"3"
"48"
"1"
"4"
"3"
"4"
"3"
"5"
"1"
"1"
"3"
"1"
"2"
"3"
"2"
"1"
"10"
"6"
"3"
"3"
"1"
"2"
"3"
"1"
"2"
"1"
"10"
"2"
"3"
"6"
"1"
"1"
"2"
"2"
"1"
"1"
"8"
"3"
"1"
"2"
"2"
"4"
"2"
"1"
"1"
"5"
"7"
"1"
"3"
"6"
"8"
"2"
"3"
"1"
"2"
"2"
"5"
"6"
"1"
"2"
"4"
"5"
"1"
"2"
"1"
"5"
"5"
"2"
"1"
"24"
"3"
"15"
"2"
"3"
"2"
"3"
"2"
"2"
"10"
"3"
"8"
"3"
"2"
"2"
"3"
"1"
"4"
"1"
"5"
"2"
"1"
"2"
"2"
"2"
"2"
"1"
"2"
"1"
"2"
"1"
"2"
"2"
"1"
"1"
"1"
"1"
"1"
"2"
"5"
"1"
"2"
"1"
"2"
"3"
"1"
"10"
"5"
"4"
"2"
"1"
"3"
"6"
"3"
"4"
"2"
"2"
"6"
"1"
"1"
"3"
"9"
"10"
"2"
"8"
"1"
"1"
"4"
"1"
"1"
"2"
"2"
"3"
"2"
"9"
"10"
"2"
"5"
"1"
"2"
"1"
"1"
"1"
"2"
"2"
"10"
"2"
"5"
"1"
"1"
"1"
"16"
"10"
"2"
"1"
"2"
"9"
"12"
"1"
"2"
"2"
"10"
"3"
"3"
"1"
"1"
"4"
"1"
"1"
"4"
"8"
"2"
"6"
"3"
"2"
"10"
"1"
"5"
"6"
"20"
"2"
"2"
"2"
"4"
"4"
"2"
"2"
"1"
"2"
"1"
"2"
"2"
"8"
"1"
"3"
"15"
"4"
"3"
"2"
"1"
"-1"
"1"
"-1"
"-1"
"3"
"10"
"10"
"2"
"12"
"2"
"1"
"2"
"3"
"48"
"4"
"15"
"4"
"4"
"3"
"3"
"3"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"5"
"4"
"1"
"1"
"3"
"1"
"1"
"1"
"1"
"1"
"2"
"1"
"2"
"1"
"3"
"2"
"5"
"1"
"1"
"1"
"4"
"4"
"4"
"1"
"2"
"5"
"1"
"5"
"1"
"2"
"2"
"15"
"4"
"1"
"1"
"5"
"5"
"2"
"4"
"1"
"1"
"3"
"3"
"15"
"2"
"2"
"4"
"1"
"2"
"3"
"4"
"1"
"1"
"2"
"2"
"1"
"1"
"2"
"8"
"1"
"1"
"3"
"1"
"1"
"1"
"3"
"1"
"3"
"2"
"1"
"1"
"1"
"1"
"1"
"1"
"2"
"1"
"1"
"2"
"4"
"1"
"2"
"1"
"1"
"15"
"1"
"2"
"1"
"2"
"1"
"2"
"3"
"1"
"3"
"2"
"1"
"1"
"1"
"1"
"2"
"2"
"2"
"1"
"1"
"1"
"1"
"15"
"5"
"2"
"2"
"2"
"1"
"3"
"1"
"3"
"24"
"1"
"2"
"2"
"3"
"2"
"2"
"4"
"1"
"5"
"5"
"5"
"1"
"2"
"1"
"1"
"1"
"1"
"3"
"5"
"-6"
"3"
"5"
"-1"
"2"
"6"
"25"
"25"
"1"
"3"
"4"
"6"
"4"
"5"
"2"
"2"
"2"
"1"
"6"
"2"
"1"
"2"
"2"
"1"
"2"
"1"
"4"
"5"
"2"
"3"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"2"
"1"
"1"
"1"
"5"
"1"
"5"
"5"
"20"
"20"
"1"
"10"
"4"
"2"
"120"
"5"
"1"
"2"
"2"
"6"
"3"
"2"
"1"
"1"
"1"
"2"
"4"
"1"
"3"
"1"
"1"
"1"
"2"
"1"
"1"
"4"
"1"
"1"
"1"
"2"
"2"
"1"
"1"
"10"
"5"
"2"
"3"
"3"
"3"
"2"
"2"
"2"
"1"
"2"
"1"
"5"
"1"
"2"
"4"
"5"
"1"
"4"
"3"
"1"
"-1"
"10"
"8"
"1"
"4"
"3"
"1"
"2"
"2"
"2"
"3"
"1"
"1"
"2"
"2"
"2"
"1"
"1"
"10"
"3"
"4"
"7"
"1"
"1"
"2"
"1"
"2"
"1"
"4"
"5"
"10"
"10"
"10"
"2"
"1"
"5"
"1"
"3"
"3"
"1"
"6"
"5"
"36"
"8"
"10"
"5"
"2"
"4"
"1"
"1"
"1"
"3"
"1"
"1"
"-2"
"-1"
"-1"
"-1"
"-2"
"-1"
"-1"
"-3"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-2"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-1"
"-2"
"-1"
"-3"
"-1"
"-1"
"1"
"1"
"1"
"5"
"1"
"1"
"1"
"3"
"2"
"4"
"-5"
"-1"
"1"
"-1"
"-1"
"6"
"3"
"1"
"2"
"1"
"20"
"5"
"15"
"2"
"2"
"1"
"1"
"1"
"2"
"1"
"2"
"3"
"3"
"1"
"3"
"1"
"5"
"3"
"1"
"1"
"4"
"4"
"5"
"3"
"1"
"3"
"2"
"2"
"1"
"4"
"1"
"4"
"2"
"3"
"1"
"1"
"2"
"3"
"8"
"1"
"60"
"4"
"1"
"3"
"4"
"2"
"1"
"3"
"4"
"1"
"2"
"1"
"1"
"3"
"1"
"2"
"8"
"2"
"1"
"2"
"2"
"2"
"1"
"-1"
"1"
"2"
"2"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"10"
"3"
"2"
"6"
"4"
"3"
"1"
"2"
"6"
"2"
"1"
"3"
"72"
"10"
"3"
"3"
"2"
"3"
"1"
"2"
"2"
"6"
"1"
"1"
"3"
"2"
"1"
"2"
"1"
"6"
"5"
"1"
"1"
"2"
"1"
"3"
"1"
"1"
"5"
"1"
"1"
"1"
"2"
"3"
"2"
"2"
"3"
"2"
"6"
"1"
"3"
"2"
"1"
"3"
"1"
"15"
"4"
"5"
"8"
"50"
"2"
"10"
"10"
"10"
"2"
"1"
"2"
"2"
"4"
"96"
"10"
"5"
"2"
"3"
"1"
"3"
"1"
"2"
"8"
"2"
"2"
"4"
"2"
"2"
"2"
"3"
"1"
"3"
"1"
"2"
"30"
"5"
"2"
"2"
"3"
"4"
"25"
"15"
"15"
"3"
"2"
"5"
"2"
"6"
"6"
"3"
"2"
"3"
"3"
"4"
"2"
"1"
"1"
"3"
"3"
"15"
"2"
"1"
"3"
"4"
"10"
"2"
"1"
"1"
"1"
"2"
"4"
"2"
"6"
"3"
"1"
"10"
"6"
"10"
"4"
"2"
"2"
"6"
"1"
"5"
"6"
"-1"
"3"
"3"
"1"
"2"
"4"
"20"
"2"
"3"
"30"
"12"
"6"

